Food Item Name,Label,Description,Amount,Type,Other Info,Dinning Hall
Salmon Poke Bowl,,"Marinated salmon over sushi rice topped with scallions, seaweed, and toasted sesame seeds.",1 Bowl,Dinner,Sushi,Turner Place at Lavery Hall
Salmon Roll,,Raw salmon with cucumber and scallions.,1 Roll,Dinner,Sushi,Turner Place at Lavery Hall
Shrimp Nigiri Sushi,,Cooked shrimp over rice.,2 Pieces,Dinner,Sushi,Turner Place at Lavery Hall
Shrimp Roll Sushi,,"Cooked shrimp, spicy mayo, and cucumber.",1 Roll,Dinner,Sushi,Turner Place at Lavery Hall
Spicy Tuna Avocado Roll,,"Raw tuna, spicy mayo, avocado and green onions.",1 Roll,Dinner,Sushi,Turner Place at Lavery Hall
Spicy Tuna Roll Sushi,,"Raw tuna, spicy mayo, cucumber, and scallions.",1 Roll,Dinner,Sushi,Turner Place at Lavery Hall
Tuna Nigiri Sushi,,Raw tuna over rice.,2 Pieces,Dinner,Sushi,Turner Place at Lavery Hall
Vegetarian Tofu Roll,vegan,"Tofu, cucumber, avocado, and sweet chili sauce.",1 Roll,Dinner,Sushi,Turner Place at Lavery Hall
BBQ Chicken Pizza,,"Sourdough pizza dough with sweet barbecue sauce base topped with spicy jalapeno cheese, cheddar cheese blend, green onion, and grilled chicken.",1/6 Pizza,Dinner,Atomic Pizza: Pizza,Turner Place at Lavery Hall
Cheese Sourdough Pizza,vegetarian,Sourdough pizza dough with red sauce base topped with mozzarella cheese.,1/6 Pizza,Dinner,Atomic Pizza: Pizza,Turner Place at Lavery Hall
Margherita Pizza w/ Lemon Oil,vegetarian,"A traditional Margherita pizza topped with slices of fresh mozzarella, Roma tomatoes, aromatic basil, and citrusy lemon oil.",1/6 Pizza,Dinner,Atomic Pizza: Pizza,Turner Place at Lavery Hall
Pepperoni Sourdough Pizza,halal,Sourdough pizza with a red sauce base topped with sliced pepperoni and mozarella cheese.,1/6 Pizza,Dinner,Atomic Pizza: Pizza,Turner Place at Lavery Hall
Sausage and Onion Pizza,,"Sourdough pizza crust with marinara base topped with Italian sausage, onion, and mozzarella cheese.",1/6 Pizza,Dinner,Atomic Pizza: Pizza,Turner Place at Lavery Hall
Alfredo Sauce,vegetarian,A cream based garlic flavored sauce.,6 Oz,Dinner,Atomic Pizza: Pastas & Sauces,Turner Place at Lavery Hall
Italian Meat Sauce,,Red tomato sauce with Italian sausage.,6 Oz,Dinner,Atomic Pizza: Pastas & Sauces,Turner Place at Lavery Hall
"Pasta, Rotini",vegan,"Tender, tri-colored rotini.",8 Oz,Dinner,Atomic Pizza: Pastas & Sauces,Turner Place at Lavery Hall
Rosemary Garlic Ciabatta Sourdough,vegan,Sourdough bread with garlic and rosemary.,1 Loaf,Dinner,Atomic Pizza: Pastas & Sauces,Turner Place at Lavery Hall
Spinach Alfredo Sauce,vegetarian,A creamy alfredo sauce with spinach florentine mix.,6 Oz,Dinner,Atomic Pizza: Pastas & Sauces,Turner Place at Lavery Hall
Chicken Caesar Salad,,"Romaine lettuce tossed with shredded Asiago cheese, grilled chicken, croutons, and Caesar dressing.",8 Oz,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
Chocolate Brownie,vegetarian,Rich chocolate brownie.,1 Brownie,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
Chocolate Coconut Cannoli's,vegetarian,"Cannoli with a chocolate chip and coconut filling, garnished with almonds.",2 Each,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
Cookies & Cream Cannoli,vegetarian,Cannoli with a cookies and cream filling garnished with crushed oreos.,2 Each,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
Death by Chocolate Cake,vegetarian,"A decadent chocolate cake with layers of chocolate ganache, topped with chocolate frosting and chocoalte shavings.",1 Piece,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
GNG Chicken Bacon Ranch Wrap,,"Grab n' Go chicken, bacon, ranch wrap made with fresh Roma tomatos, sharp Cheddar cheese, and lettuce mix.",1 Each,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
"Salad, Caesar",vegetarian,"Romaine lettuce, shredded cheese, seasoned croutons, and flavorful Caesar dressing.",1 Salad,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
YES TO GO Fresh Mixed Fruit Cup,vegan,"Grab-n-go fresh fruit including pineapple, honeydew, cantaloupe, grapes, and strawberries.",1 Each,Dinner,Atomic Pizza: Grab-n-Go,Turner Place at Lavery Hall
Beef Chilli,,"A hearty beef chili with corn, black beans, tomatoes, onions, and spices.",10 Oz,Dinner,Soup Garden: Today's Special,Turner Place at Lavery Hall
Potato and Leek Soup,vegetarian,A cream-based soup filled with potatoes and leeks and topped with chives.,10 Oz,Dinner,Soup Garden: Today's Special,Turner Place at Lavery Hall
Rosemary Parmesan Challah,vegetarian,A rosemary and parmesan challah bread.,2 Oz,Dinner,Soup Garden: Today's Special,Turner Place at Lavery Hall
Bread Bowl,vegan,Sourdough bread bowls for soup.,1 Bowl,Dinner,Soup Garden: Soups & Breads,Turner Place at Lavery Hall
Multi-grain Bread,vegan,Multi-grain bread with pumpkin and sunflower seeds flavored with honey.,2 Oz,Dinner,Soup Garden: Soups & Breads,Turner Place at Lavery Hall
Rosemary Garlic Ciabatta Sourdough,vegan,Sourdough bread with garlic and rosemary.,1 Loaf,Dinner,Soup Garden: Soups & Breads,Turner Place at Lavery Hall
Sourdough Baguette,vegetarian,Sourdough baguette loaf.,1/4 Loaf,Dinner,Soup Garden: Soups & Breads,Turner Place at Lavery Hall
Tomato Basil Bread Soup,vegan,A creamy tomato basil soup with Focaccia bread.,10 Oz,Dinner,Soup Garden: Soups & Breads,Turner Place at Lavery Hall
Black Olives,vegan,Sliced black olives.,1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Bleu Cheese,vegetarian,Bleu cheese crumbles.,1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Broccoli Flowerettes,vegan,"Fresh, broccoli flowerettes.",2 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Carrots,vegan,"Fresh, shredded carrots.",1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Cheese, Feta",vegetarian,Crumbled feta cheese.,1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Cheese, Shredded Parmesan",vegetarian,Shredded parmesan cheese.,1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Craisins,vegan,Sweetened dried cranberries.,1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Croutons,vegetarian,Homestyle croutons.,3/4 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Eggs, Chopped",vegetarian,"Fresh, chopped hard boiled eggs.",1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Feathered Onions,vegan,"Fresh, feathered red onions.",1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Fresh Mesclun Mix Salad Greens,vegan,Fresh mesclun salad greens.,3 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Fresh Romaine,vegan,Fresh romaine lettuce.,5 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Fresh Spinach,vegan,Fresh spinach.,3 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Garbanzo Beans,vegan,Garbanzo beans.,2 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Grape Tomatoes,vegan,"Fresh, whole grape tomatoes.",2 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Grilled Chicken,halal,"Seasoned, grilled chicken breast.",5 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Grilled Flat Iron Steak,,"Seasoned, grilled flat iron steak.",4 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Grilled Lime Shrimp,,Lime-marinated shrimp grilled until pink and juicy.,4 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Grilled Salmon,,"Fresh, seasoned salmon grilled until tender and flaky.",4 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Grilled Tomato Tofu,vegan,Organic tofu with a sweet and spicy tomato marinade.,4 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Pang Pang Salad,,"Ramen noodles mixed with red pepper, cucumber, green onion, sesame seeds, Thai peanut dressing, sesame oil, soy sauce, and a variety of seasonings.",12 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Rice Noodle Salad*,,"Thai rice noodles tossed in Thai peanut dressing, sesame oil, and soy sauce and mixed with red pepper, green onion, and a variety of other seasonings.",9 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Salad, Beef and Bleu Cheese",,"Grilled steak served on a bed of mesclun greens & spinach with red onions, cucumber slices, grape tomatoes, and bleu cheese crumbles tossed with a bleu cheese dressing.",10 Oz.,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Salad, Caesar Side",,Romaine lettuce topped with parmesan cheese and croutons with a creamy caesar dressing.,1 Ea,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Salad, Garden Side",vegan,"A garden salad with mixed salad greens, tomatoes, carrots, cucumbers, and choice of dressing.",1 Ea,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Salad, Greek Side",vegetarian,"Mesclun greens with english cucumber, red onion, sliced black olives, feta cheese and topped with a greek dressing.",1 Ea,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
"Salad, Raspberry Mandarin",,"Mesclun greens, mandarin oranges, walnut pieces, craisins, bleu cheese crumbles, grape tomatoes, cucumber slices and red onions topped with a raspberry vinaigrette.",14 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Sliced Cucumbers,vegan,"Fresh, sliced cucumbers.",1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Sliced Red Peppers,vegan,"Fresh, sliced red peppers.",1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Sunflower Seeds,vegan,Salted sunflower seeds.,3/4 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Walnuts,vegan,Walnut pieces.,1 Oz,Dinner,Soup Garden: Salads,Turner Place at Lavery Hall
Balsamic Vinaigrette,vegan,Traditional balsamic vinagrette dressing.,2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
Greek Dressing,vegan,"Roasted tomato and olive, oil-based dressing.",2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
Lemon Vinaigrette,vegetarian,"Oil-based vinaigrette made with fresh lemon, sweetened with honey.",2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
Raspberry Vinaigrette,vegetarian,A tangy raspberry vinaigrette made with a housemade raspberry puree.,2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
"Salad Dressing, Bleu Cheese",vegetarian,Chunky bleu cheese dressing.,2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
"Salad Dressing, Caesar",,A traditional creamy Caesar dressing.,2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
"Salad Dressing, Fat Free Honey Dijon",vegetarian,"Creamy, fat free, honey dijon dressing.",2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
"Salad Dressing, Fat Free Italian",vegan,Fat-free italian dressing.,2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
"Salad Dressing, Homestyle Ranch",vegetarian,A rich and creamy classic ranch dressing.,2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
"Salad Dressing, Italian",vegan,"Flavorful, golden Italian dressing.",2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
"Salad Dressing,Honey Mustard",vegetarian,Traditional honey mustard dressing.,2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
Thai Peanut Dressing,vegetarian,"A sweet and savory Thai inspired dressing blend of peanut butter, honey, spicy ginger, fresh garlic, and spices.",2 Tbsp,Dinner,Soup Garden: Salad Dressings,Turner Place at Lavery Hall
Chocolate Brownie,vegetarian,Rich chocolate brownie.,1 Brownie,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Chocolate Chip Cookie,vegetarian,"A chewy, buttery cookie with semi-sweet chocolate chips.",1 Cookie,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Chocolate Hazelnut Croissant,vegetarian,"A buttery croissant filled with a rich, dark chocolate hazelnut spread.",1 Each,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Assorted Vanilla Cake Donuts,vegetarian,"A wide variety of grab-n-go vanilla cake donuts with a selection of toppings such as vanilla icing, chocolate sprinkles, coconut, and peanuts.",2 Donuts,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Blueberry Jumbo Muffin,vegetarian,Blueberry demi loaf bread.,1 Muffin,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Cherry Danish*,,Danish pastry twist with an apricot glaze filled with sweet cherry filling.,1 Each,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Chocolate Cake Donuts,vegetarian,Delectable and tasty chocolate cake donuts.,2 Donuts,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Chocolate Chip Muffin,vegetarian,Chocolate chip demi loaf bread.,1 Muffin,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Cinnamon Bun*,,Cinnamon danish pastry with an apricot glaze.,1 Each,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG M&M Cookie,vegetarian,A grab-n-go M&M chocolate chunk cookie.,1 Cookie,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Triple Chocolate Cookie,vegetarian,A grab-n-go triple chocolate chunk cookie baked with Hershey's milk chocolate kisses and milk chocolate chunks.,1 Cookie,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
GNG Vegan Blueberry Muffin,vegan,Jumbo vegan blueberry muffin with a caramalized sugar crust.,1 Each,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Gluten Free Blueberry Muffin,vegetarian,Fluffy gluten free blueberry muffin.,1 Each,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Plain Croissant,vegetarian,"A buttery, flaky croissant.",1 Each,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Reese's Cookie,vegetarian,A grab-n-go Reese's peanut butter cup cookie.,1 Cookie,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Rocky Road Brownie,vegetarian,"Chocolatey brownie topped with marshmallows, chocolate chips, and pecans.",1 Brownie,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Vegan Chocolate Chip Cookie,vegan,Decadent vegan chocolate chip cookie.,1 Each,Dinner,Dolci e Caffe Pastries,Turner Place at Lavery Hall
Banana Foster Crepe,vegetarian,Banana flambe with cinnamon sugar served over sweet crepes with whipped cream.,1 Crepe,Dinner,Dolci e Caffe: Daily Crepe,Turner Place at Lavery Hall
Crepes Fitzgerald,vegetarian,Strawberry flambe served over sweet crepes stuffed with cream cheese blend.,1 Crepe,Dinner,Dolci e Caffe: Daily Crepe,Turner Place at Lavery Hall
Steak N Egg Crepe,,"A crepe filled with grilled steak, onion, peppers, scrambled eggs, and cheddar cheese topped with sour cream.",1 Crepe,Dinner,Dolci e Caffe: Daily Crepe,Turner Place at Lavery Hall
Birthday Cake Gelato,vegetarian,Birthday cake flavored gelato with rainbow sprinkles.,3 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Birthday Cake Gelato,vegetarian,Birthday cake flavored gelato with rainbow sprinkles.,5 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Birthday Cake Gelato,vegetarian,Birthday cake flavored gelato with rainbow sprinkles.,7 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Cappucino Gelato,vegetarian,,3 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Cappucino Gelato,vegetarian,,5 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Cappucino Gelato,vegetarian,Creamy cappucino flavored gelato.,7 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Caramel Latte Gelato,vegetarian,Indulgent caramel coffee flavored gelato.,3 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Caramel Latte Gelato,vegetarian,Indulgent caramel coffee flavored gelato.,5 Oz,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
Caramel Latte Gelato,vegetarian,Indulgent caramel coffee flavored gelato.,,Dinner,Dolci e Caffe: Gelato & Sorbettos,Turner Place at Lavery Hall
"Bacon, Egg & Cheese English Muffin",,"A homestyle egg patty with cracked black pepper, sliced sharp cheddar cheese, and bacon between a fluffy English muffin.",1 Each,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
Breakfast Burrito,,"Tortilla breakfast burrito with eggs, bacon, tater tots, and cheddar jack cheese.",1 Each,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
Buttermilk Biscuit,vegetarian,"Golden, delectable buttermilk biscuit.",1 Each,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
Egg & Cheese English Muffin,vegetarian,A tasty English muffin with a homestyle egg patty and cracked black pepper and sliced sharp cheddar cheese.,1 Each,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
Oatmeal w/Toppings,vegan,"Warm whole grain rolled oats with your choice of toppings from chocolate chips, brown sugar, cinnamon, dried sweetened cranberries, and almonds.",10 Oz,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
Sausage Gravy,,Traditional pork sausage gravy.,12 Oz,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
"Sausage, Egg & Cheese English Muffin",,"A warm sausage patty, homestyle egg patty with cracked black pepper, and sliced sharp cheddar cheese on an English muffin.",1 Each,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
"Turkey Bacon, Egg & Cheese English Muffin",,"Fluffy English muffin filled with a homestyle egg patty, gouda cheese, and turkey bacon.",1 Each,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
"Turkey Sausage, Egg & Cheese English Muffin",,"Delectable English muffin with a homestyle egg patty, turkey sausage patty, and gouda cheese.",1 Each,Breakfast,Breakfast Items,VIVA Market at Johnston Student Center
Broccoli Cheddar Cheese Soup,,Traditional broccoli and cheddar soup served with salted crackers.,12 Oz,Lunch,Soups,VIVA Market at Johnston Student Center
Chicken Noodle Soup,,Traditional and tasty chicken noodle soup.,12 Oz,Lunch,Soups,VIVA Market at Johnston Student Center
Mac & Cheese,,Traditional and delectable cavatappi macaroni and cheese.,12 Oz,Lunch,Soups,VIVA Market at Johnston Student Center
Tomato Basil Bisque Soup,vegetarian,Delectable tomato basil soup served with crackers.,12 Oz,Lunch,Soups,VIVA Market at Johnston Student Center
Cheddar & Bacon Grilled Cheese Sandwich,,Sliced sharp cheddar cheese and sliced white cheddar cheese on buttered sourdough bread.,1 Each,Lunch,Sandwiches,VIVA Market at Johnston Student Center
Cheddar Grilled Cheese Sandwich,vegetarian,Sliced sharp cheddar cheese and sliced white cheddar cheese on buttered sourdough bread.,1 Each,Lunch,Sandwiches,VIVA Market at Johnston Student Center
Gouda Grilled Cheese Sandwich,vegetarian,Melted gouda cheese served on buttered sourdough bread.,1 Each,Lunch,Sandwiches,VIVA Market at Johnston Student Center
Buffalo Chicken Fajita Naan Pizza,,"Naan crust topped with buffalo chicken, cheddar jack cheese, and roasted peppers.",1 Each,Lunch,Pizzas,VIVA Market at Johnston Student Center
Naan Cheese Pizza,vegetarian,White pizza baked on Naan with mozzarella cheese and an Italian olive oil base.,1 Each,Lunch,Pizzas,VIVA Market at Johnston Student Center
Pepperoni Naan Pizza,,"White pizza baked on Naan with pepperoni, mozzarella cheese, and an Italian olive oil base.",1 Each,Lunch,Pizzas,VIVA Market at Johnston Student Center
